SiteNumber,SiteCode,Type,LocationID,Region,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCityStateZIP,OwnerPhone,Manager,ManagerPhone
50225.7,A,AIRPORT,'3Z1,NOME,FEATHER RIVER,FEATHER RIVER,PUBLIC,PRIVATE,PUBLIC DOMAIN,USCG 17TH DIST BOX 3-5000,,,O I C,
50228.4,H,HELIPORT,'2AK3,KUSKOKWIM,FLAT,FIVE FINGER CG,PUBLIC,PRIVATE,ALASKA DOT&PF CENTRAL REGION,USCG 17TH DIST BOX 3-5000,"ANCHORAGE, AK 99519",,O I C,907-586-7351
50230.0,A,AIRPORT,'FLT,KUSKOKWIM,FLAT,FLAT,US ARMY,PUBLIC,US GOVT,PO BOX 196900,"ANCHORAGE, AK 99519",907-745-2102,DOUG LYMAN,907-524-3241
50036.5,A,AIRPORT,'FRN,ANCHORAGE,FORT RICHARDSON(ANCHORAGE),BRYANT AAF,US ARMY,PRIVATE,US GOVT,HEADQUARTERS,"FT. RICHARDSON, AK 99505",907-384-7868,"US ARMY, FT WAINWRIGHT",907-428-6561
50233.02,A,HELIPORT,'8AK0,FAIRBANKS NORTH STAR,FORT WAINWRITE,BACH HELIPAD,US ARMY,PRIVATE,ALASKA DOT&PF NORTHERN REGION,"1046 MARKS RD, #6000","FORT WAINWRIGHT, AK 99703",907-353-7094,"US ARMY, FT WAINWRIGHT",907-353-7094
50235.0,A,AIRPORT,'FYU,UPPER YUKON,FORT YUKON,FORT YUKON,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-5280,PAUL KHERA,907-451-5280
50250.0,C,SEAPLANE BASE,'FNR,ANGOON,GALBRAITH LAKE,FUNTER BAY,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,2301 PEGER RD,"FAIRBANKS, AK 99701",907-451-2207,"CASEY AHKVALUK, AVIATION COORINATOR",907-465-1786
50257.5,A,AIRPORT,'GBH,NOME,GALBRAITH LAKE,GALBRAITH LAKE,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99701",907-451-52200,"CASEY AHKVALUK, AVIATION COORINATOR",907-787-8964
50258.0,A,AIRPORT,'GAL,YUKON-KOYUKUK,GALENA,EDWARD G PITKA SR,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99701",907-451-52200,MARVIN THURMOND,907-656-1236
50260.0,A,AIRPORT,'GAM,NOME,GAMBELL,GAMBELL,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,JOSEPH JOHNSON,907-754-2131
50270.01,H,AIRPORT,'AK42,ANCHORAGE,GIRDWOOD,GIRDWOOD,PRIVATE,PRIVATE,HOTEL ALYSESKA LLC,"1000 ARLEBERG AVE, PO BOX 249","GIRDWOOD, AK 99587",907-754-1111,PAUL BERTHOLL,907-754-2131
50270.1,A,AIRPORT,'AQY,CORDOVA-MCCARTHY,GIRDWOOD,GLACIER CREEK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0770,PAUL BERTHOLL,907-783-2232
50272.0,A,AIRPORT,'KGZ,CORDOVA-MCCARTHY,GLACIER CREEK,GLACIER CREEK,PUBLIC,PRIVATE,NPS WRANGELL-ST ELIAS,BOX 493,"SUTTON, AK 99674",907-822-7250,DANNY ROSENKRANS,907-822-7240
50730.01,A,AIRPORT,'28AK,MATANUSKA-SUSITNA,GLACIER VIEW,GATES RANCH,PRIVATE,PRIVATE,JIM AND MARY ODDEN,HC 01 BOX 2520,"SUTTON, AK 99674",907-822-3727,BARRY L. GATES,407-765-4303
50272.36,A,AIRPORT,'5AK4,UNORGANIZED,GLENNALLEN,SNOWSHOE LAKE AIRPORT AND SEAPLANE BASE,PRIVATE,PRIVATE,JIM AND MARY ODDEN,HC 01 BOX 2520,"GLENNALLEN, AK 99588",,R W MAVES,907-822-3727
50274.2,A,SEAPLANE BASE,'3Z8,NOME,GOLOVIN,GOLDEN HORN LODGE,PRIVATE,PUBLIC,GOLDEN HORN LODGE,PO BOX 44,"DILLINGHAM, AK 99576",,R W MAVES,907-842-8260
50275.01,A,AIRPORT,'GLV,NOME,GOLOVIN,GOLOVIN,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-269-0760,JOSEPH JOHNSON,907-443-2500
50277.0,A,AIRPORT,'GNU,BETHEL,GOODNEWS,GOODNEWS,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0760,LAWRENCE DAVIS,907-745-2159
50278.6,A,AIRPORT,'Z40,ANCHORAGE,GRANITE MOUNTAIN,GOOSE BAY,US AIR FORCE,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0782,STEVE BANSE,907-745-2159
50280.2,A,AIRPORT,'GSZ,NOME,GRANITE MOUNTAIN,GRANITE MOUNTAIN AS,US AIR FORCE,PRIVATE,USAF 611TH AIR SPPT GRP,"20TH ST, SUITE 302","JBER, AK 99506",907-552-3442,"LAURA KEISER, REALTY OFFICER",907-438-2416
50280.69,A,AIRPORT,'KGX,KUSKOKWIM,GULKANA,GRAYLING,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,ERIC WEINGARTH,907-438-2416
50281.0,A,AIRPORT,'GKN,VALDEZ-CORDOVA,GULKANA,GULKANA,PRIVATE,PRIVATE,MITCHELL JACOBUS,2301 PEGER RD,"GLENN ALLEN, AK 99588",907-451-2200,JOHN HOFFMAN,907-822-3222
50281.01,A,AIRPORT,'8AK1,VALDEZ-CORDOVA,GULKANA,JACOBUS FIELD,PRIVATE,PRIVATE,MITCHELL JACOBUS,HC01 BOX 1974,"GLENN ALLEN, AK 99588",907-350-0047,MITCHELL JACOBUS,907-697-2251
50284.0,A,AIRPORT,'GST,SKAGWAY-YAKUTAT,GUSTAVUS,GUSTAVUS,PRIVATE,PRIVATE,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99801",907-465-1786,JEFF JARVIS,907-697-2251
50296.01,H,AIRPORT,'18AA,HAINES,HAINES,18 MEADOWS AERODROME,PRIVATE,PRIVATE,GERALD & NANCY FILIPEK,8484 DURAN CT,"WASHINGTON, MI 48094",907-767-5776,NO ON SITE PERSONNEL,907-767-5776
50296.02,H,HELIPORT,'AA35,HAINES,HAINES,35 MILE LODGE,PRIVATE,PRIVATE,MICHAEL WILSON,8484 DURAN CT,"JUNEAU, AK 99801",907-209-0845,MICHAEL WILSON,907-209-0845
50296.2,H,HELIPORT,'0AA6,HAINES,HAINES,BIG SALMON,PUBLIC,PUBLIC,SCOTT SUNDBERG & NICHOLAS TRIMBLE,BIG SALMON VENTURES LLC BOX 1368,"JUNEAU, AK 99827",907-465-1786,HARBORMASTER,
50296.1,C,SEAPLANE BASE,'3Z9,HAINES,HAINES,HAINES,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 112506,"JUNEAU, AK 99827",907-465-1786,HARBORMASTER,907-766-2448
50296.0,A,AIRPORT,'HNS,HAINES,HAINES,HAINES,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 112506,"JUNEAU, AK 99811",907-465-1786,MATT BORON,907-766-2340
50300.1,A,AIRPORT,'AK74,KOBUK,HANNUM CREEK,UPPER HANNUM CREEK,PRIVATE,PRIVATE,NEAL FOSTER,PO BOX 1633,"JUNEAU, AK 99803",907-443-5036,JENNIFER SARAN,907-443-5036
50303.0,C,HELIPORT,'HWI,SKAGWAY-YAKUTAT,HAWK INLET,HAWK INLET,PRIVATE,PRIVATE,HECLA GREENS CREEK MINING COMPANY,PO BOX 32199,"JUNEAU, AK 99803",907-790-8474,ERA HELICOPTERS LLC,907-790-8474
50308.01,H,HELIPORT,'7AK7,YUKON-KOYUKUK,HEALY,ERA DENALI,PRIVATE,PRIVATE,ALASKA DOT&PF NORTHERN REGION,6160 CARL BRADY DR,"ANCHORAGE, AK 99502",907-550-8600,ERA HELICOPTERS LLC,907-550-8600
50308.0,A,AIRPORT,'HRR,YUKON-KOYUKUK,HERENDEEN BAY,HEALY RIVER,PRIVATE,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",,TOM WILLIAMS,907-451-5280
50310.15,A,AIRPORT,'AK33,ALEUTIAN ISLANDS,HERENDEEN BAY,JOHNSTONE POINT,PUBLIC,PRIVATE,MILDRED JOHNSON,GENERAL DELIVERY,"NELSON LAGOON, AK 99571",,HAROLD JOHNSON,
50310.4,A,AIRPORT,'2AK5,CORDOVA-MCCARTHY,HINCHINBROOK,JOHNSTONE POINT,PUBLIC,PRIVATE,US GOVT DOT FAA,"222 W 7TH AVE, PO BOX 14","ANCHORAGE, AK 99513",,"TAIGA MINING COMPANY, INC.",907-424-3527
50312.5,A,AIRPORT,'2AK6,YUKON-KOYUKUK,HOLLIS,HOG RIVER,PRIVATE,PUBLIC,TAIGA MINING COMPANY INC.,PO BOX 113108,"JUNEAU, AK 99801",907-349-4644,"TAIGA MINING COMPANY, INC.",907-349-4644
50317.3,C,AIRPORT,'HYL,PRINCE OF WALES,HOLLIS,CLARK BAY,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"JUNEAU, AK 99801",904-465-1786,ERIK WEINGARTH,907-755-2229
50318.0,A,AIRPORT,'HCA,KUSKOKWIM,HOLY CROSS,BEAR COVE FARM,PUBLIC,PRIVATE,"JACK C. FARNSWORTH, RES TRUST",2301 PEGER RD,"FAIRBANKS, AK 99709",907-262-4024,ERIK WEINGARTH,907-438-2416
50320.2,A,AIRPORT,'46AK,KENAI PENINSULA,HOMER,BEAR COVE FARM,PRIVATE,PRIVATE,"JACK C. FARNSWORTH, RES TRUST",PO BOX 330,"HOMER, AK 99603",907-235-8038,NINA F. KERSTEN,480-298-2236
50320.14,A,AIRPORT,'2AK4,KENAI-COOK INLET,HOMER,BOOTLEGGERS COVE,PRIVATE,PRIVATE,THE ALASKAN ENERGY AUTH,BOX 615,"HOMER, AK 99603",907-235-8038,DONALD M FELL,907-235-7771
50320.21,A,AIRPORT,'0AK7,KENAI PENINSULA,HOMER,BRADLEY LAKE HYDROELECTRIC PROJECT AIRSTRI,PRIVATE,PRIVATE,THE ALASKAN ENERGY AUTH,813 W NORTHERN LIGHTS BLVD,"KENAI, AK 99611",907-771-3000,BRYAN CAREY,907-771-3000
50320.13,A,AIRPORT,'AK18,KENAI-COOK INLET,HOMER,CAMP POINT,PRIVATE,PRIVATE,ERVIN A WITBRD,BOX 150,"HOMER, AL 99603",907-283-3349,,
50320.15,A,AIRPORT,'98AK,KENAI-COOK INLET,HOMER,EASTLAND,PRIVATE,PRIVATE,GLACIERVIEW RANCH LTD PARTNERSHIP,35250 SHADY DR,"HOMER, AL 99603",907-235-8949,DOUGLAS SCHADE,907-235-8949
50320.12,A,AIRPORT,'AK17,KENAI-COOK INLET,HOMER,GLACIERVIEW STRIP,PRIVATE,PRIVATE,GLACIERVIEW FARM LTD PARTNERSHIP,PO BOX 196900,"HOMER, AK 99603",907-235-8949,KEVIN JONES,907-235-8949
50320.0,A,AIRPORT,'HOM,KENAI-COOK INLET,HOMER,HOMER,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0783,KEVIN JONES,907-235-8872
50320.1,C,SEAPLANE BASE,'5BL,KENAI-COOK INLET,HOMER,HOMER-BELUGA LAKE,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0555,KEVIN JONES,907-235-0351
50320.16,H,HELIPORT,'4AA4,SKAGWAY-YAKUTAT,HOMER,SOUTH PENINSULA HOSPITAL,PRIVATE,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,144 N BINKLEY ST,"JUNEAU, AK 99801",907-262-4441,SOUITH PENINSULA HOSPITAL,907-235-0351
50321.0,C,AIRPORT,'OOH,SKAGWAY-YAKUTAT,HOONAH,HOONAH,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99811",907-945-3222,KEN MESERVE,907-945-3423
50321.01,A,AIRPORT,'HNH,JUNEAU,HOONAH,HOOPER BAY,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 112506,"JUNEAU, AK 99811",907-465-1786,KEN MESERVE,907-945-3426
50322.0,A,AIRPORT,'HPB,KUSILVAK,HOOPER BAY,HOOPER BAY,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-338-1466,LAWRENCE DAVIS,907-269-5672
50324.0,A,AIRPORT,'5HO,SEWARD,HOPE,HOPE,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-338-1466,DREW MOTSINGER,907-269-5672
50324.6,A,AIRPORT,'4Z5,SOUTHEAST FAIRBANKS,HOUSTON,HORSFELD,PRIVATE,PUBLIC,PUBLIC DOMAIN,,"WILLOW, AK 99688",,WILLIAM & SHELLY STEWART,
50325.02,A,AIRPORT,'AK89,MATANUSKA-SUSITNA,HOUSTON,GUS LANDING,PRIVATE,PRIVATE,RICHARD NOBLE,PO BOX 669,"WILLOW, AK 99688",907-892-0312,WILLIAM & SHELLY STEWART,907-892-0312
50325.03,A,AIRPORT,'AA33,MATANUSKA-SUSITNA,HOUSTON,GUS LANDING,PRIVATE,PRIVATE,RICHARD NOBLE,275 HOYT ST,"ANCHORAGE, AK 99508",907-529-9803,GLEN TILGHMANN,907-892-3608
50325.05,C,SEAPLANE BASE,'80AK,MATANUSKA-SUSITNA,HOUSTON,MORVRO LAKE,PRIVATE,PRIVATE,LINDA & GLEN TILGHMAN,PO BOX 940262,"HOUSTON, AK 99694",907-892-6192,GLEN TILGHMANN,907-892-3608
50325.01,A,AIRPORT,'AK29,MATANUSKA-SUSITNA,HOUSTON,REIDS LANDING,PRIVATE,PRIVATE,ROBERT REID,709 4TH AVE,"BIG LAKE, AK 99652",907-452-4454,ROBERT REID,907-892-6192
50325.0,A,AIRPORT,'13AK,MATANUSKA-SUSITNA,HOUSTON,TRIO ESTATES,PRIVATE,PRIVATE,WILLIAM R SATTERBERG,709 4TH AVE," FAIRBANKS, AK 99701",907-452-4454,WILLIAM R SATTERBERG,907-452-4454
50325.04,A,AIRPORT,'AA30,YUKON-KOYUKUK,HOUSTON,TRIO ESTATES,PRIVATE,PRIVATE,ALASKA DOT&PF NORTHERN REGION,7657 E 20TH AVE,"FAIRBANKS, AK 99709",907-337-3304,OLGA  ROGERS,907-317-8992
50328.0,A,AIRPORT,'HUS,YUKON-KOYUKUK,HUGHES,HUGHES,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-5280,TOM WILLIAMS,907-451-5280
50330.1,A,AIRPORT,'HLA,PRINCE OF WALES,HUSLIA,HUSLIA,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-5280,TOM WILLIAMS,907-451-5280
50335.0,C,SEAPLANE BASE,'HYG,KETCHIKAN GATEWAY,HYDABURG,HYDABURG,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99801",907-465-1786,TIM LACOUR,907-755-2229
50336.0,C,SEAPLANE BASE,'4Z7,KETCHIKAN GATEWAY,HYDER,HYDER,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99801",907-465-1786,PAUL KHERA,907-465-1786
50336.6,A,AIRPORT,'19AK,SKAGWAY-YAKUTAT,ICY BAY,ICY BAY,PUBLIC,PRIVATE,ALASKA MENTAL HEALTH TRUST,"2600 CORDOVA ST, SUITE 100","POINT BARROW, AK 99723",907-269-8658,ARCTIC RESEARCH LAB,907-269-8658
50337.0,A,AIRPORT,'2AK8,BRISTOL BAY,IGIUGIG,ICY CAPE AFS,PUBLIC,PRIVATE,US OFFICE OF NAVAL RESEARCH,ARCTIC RESEARCH SITE,"POINT BARROW, AK 99723",907-269-0760,CLINT ANELON,
50338.0,A,AIRPORT,'IGG,BRISTOL BAY,IGIUGIG,IGIUGIG,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 112506,"ANCHORAGE, AK 99519",907-269-0760,CLINT ANELON,907-571-1261
50340.0,A,AIRPORT,'ILI,BRISTOL BAY,ILIAMNA,INDEPENDENCE CREEK,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 112506,"JUNEAU, AK 99811",907-465-1779,,907-571-1261
50340.8,A,AIRPORT,'2AK9,KOBUK,INDEPENDENCE CREEK,INDEPENDENCE CREEK,PRIVATE,PUBLIC,REINHART BERG,,"CANDLE, AK",,,
50353.0,A,SEAPLANE BASE,'KIB,LAKE AND PENINSULA,JAKOLOF BAY,IVANOF BAY,PUBLIC,PUBLIC,PUBLIC DOMAIN,,,,,
50360.0,A,AIRPORT,'4Z9,KENAI-COOK INLET,JAKOLOF BAY,JAKOLOF BAY,PUBLIC,PRIVATE,PUBLIC DOMAIN,4230 EDINBURGH DR,,,,
50363.0,A,AIRPORT,'AK60,BRISTOL BAY,JENSENS,FORT JENSEN,PRIVATE,PRIVATE,ALASCOM,4230 EDINBURGH DR,"ANCHORAGE, AK 99502",907-789-5318,RICHAND JENSEN,907-243-6667
50385.01,H,HELIPORT,'AK94,JUNEAU,JUNEAU,ALASCOM/COASTAL LENA POINT,PRIVATE,PRIVATE,ALASCOM,8995 YANDUKIN DR,"JUNEAU, AK 99801",907-789-5318,"MARC WALKER, FACILITES MGR",907-796-8900
50385.02,H,HELIPORT,'AA44,JUNEAU,JUNEAU,BARLETT REGIONAL HOSPITAL,PUBLIC,PRIVATE,CITY/BOROUGH OF JUNEAU,3260 HOSPITAL DR,"JUNEAU, AK 99801",907-796-8900,"MARC WALKER, FACILITES MGR",907-586-5255
50385.05,C,SEAPLANE BASE,'5Z1,JUNEAU,JUNEAU,JUNEAU HARBOR,PUBLIC,PUBLIC,CITY OF JUNEAU,155 S SEWARD ST,"JUNEAU, AK 99801",907-586-5240,DAVID BORG--HARBOR MASTER,907-789-7821
50385.0,H,AIRPORT,'JNU,JUNEAU,JUNEAU,JUNEAU INTL,PRIVATE,PUBLIC,CITY OF JUNEAU,6160 CARL BRADY DR,"JUNEAU, AK 99801",907-789-7821,PATTY WAHTO,907-789-7821
50385.2,H,HELIPORT,'18AK,JUNEAU,JUNEAU,NORTH DOUGLAS,PRIVATE,PRIVATE,ERA HELICOPTERS LLC,6160 CARL BRADY DR,"ANCHORAGE, AK 99502",907-550-8600,ANCHORAGE OPERATIONS,907-550-8600
50385.06,H,HELIPORT,'73AK,ALEUTIAN ISLANDS,JUNEAU,YANKEE COVE,PUBLIC,PRIVATE,MARION HOBBS,PO BOX 500,"AUKE BAY, AK 99821",907-723-9800,NAOMI HOBBS,907-785-3804
50393.0,C,SEAPLANE BASE,'KAE,WRANGELL-PETERSBURG,KAKE,KAKE,PUBLIC,PUBLIC,CITY OF KAKE,PO BOX 112506,"KAKE, AK 99830",907-785-3804,CITY OF KAKE HARBORMASTER,907-785-3804
50393.01,A,AIRPORT,'AFE,WRANGELL-PETERSBURG,KAKTOVIK,BULLEN POINT AIR FORCE STATION,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 112506,"JUNEAU, AK 99811",907-465-1786,PAUL KHERA,907-465-1786
50395.0,A,AIRPORT,'8AK7,NORTH SLOPE,KAKTOVIK,BULLEN POINT AIR FORCE STATION,US AIR FORCE,PRIVATE,US AIR FORCE,"10471 20TH ST, SUITE 302","ELMENDORF AFB, AK 99506",907-552-3442,"NICK HILTON,",907-552-4400
50395.01,A,AIRPORT,'1KC,YUKON-KOYUKUK,KALAKAKET CREEK,KALAKAKET CREEK AS,US AIR FORCE,PUBLIC,US AIR FORCE,PO BOX 196900,"ANCHORAGE, AK 99519",907-552-3442,JOHN SMITH,907-552-8757
50397.0,A,AIRPORT,'KLG,KUSKOKWIM,KALSKAG,KALSKAG,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-451-5280,RICHARD CILETTI,907-451-5280
50398.0,A,AIRPORT,'KAL,YUKON-KOYUKUK,KALTAG,KALTAG,PUBLIC,PUBLIC,INDIAN HEALTH SERVICES,,"FAIRBANKS, AK 99701",907-451-5280,TOM WILLIAMS,907-451-5280
50398.7,H,AIRPORT,'5Z4,BRISTOL BAY,KANAKANAK,ANS HOSPITAL,PUBLIC,PUBLIC,INDIAN HEALTH SERVICES,,,907-451-2200,MAINTANENCE SUPERINTENDANT,907-842-5201
50399.0,A,AIRPORT,'5Z5,DENALI,KANTISHNA,STAMPEDE,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,"SUPERINTENDENT, DENALI NAT. PARK",907-451-5280
50399.1,A,AIRPORT,'Z90,KODIAK ISLAND,KARLUK,STAMPEDE,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 9,"DENALI PARK, AK 99755",907-269-0760,"SUPERINTENDENT, DENALI NAT. PARK",907-683-9581
50399.7,A,AIRPORT,'KYK,KODIAK ISLAND,KARLUK LAKE,KARLUK,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,BOX 196900,"KODIAK, AK 99811",907-269-0760,ROBERT GREENE,907-487-4952
50399.71,C,SEAPLANE BASE,'KKL,PRINCE OF WALES,KARLUK LAKE,KARLUK LAKE,PUBLIC,PUBLIC,USFWS US FISH & WILDLIFE SERVICE,1390 BUSKIN RIVER RD,"KODIAK, AK 99811",907-487-2600,GARY WHEELER USF&W,907-755-2229
50400.0,C,SEAPLANE BASE,'KXA,PRINCE OF WALES,KASAAN,KASAAN,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99801",907-465-1786,TIM LACOUR,907-755-2229
50405.5,A,AIRPORT,'Z09,BETHEL,KASILOF,KASIGLUK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,"550 W 7TH AVE, SUITE 1260","ANCHORAGE, AK 99519",907-269-8400,LAWRENCE DAVIS,907-543-2498
50406.2,C,SEAPLANE BASE,'AK5,KENAI-COOK INLET,KASILOF,KASILOF,PUBLIC,PUBLIC,STATE OF AK DNR,"550 W 7TH AVE, SUITE 1260","ANCHORAGE, AK 99501",907-269-8400,DERRY THOMPSON,907-262-2199
50406.0,A,AIRPORT,'5KS,KENAI-COOK INLET,KASILOF,LAKE BROOKS,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,NATL PL SVC FEDERAL BLDG,"ANCHORAGE, AK 99519",907-269-0767,SEAN MONTGOMERY/CARL HIGH,907-262-2199
50407.3,C,SEAPLANE BASE,'5Z9,BRISTOL BAY,KATMAI NATIONAL PARK,LAKE BROOKS,PUBLIC,PUBLIC,US DEPT OF INTERIOR,"3875 GEIST RD, SUITE E267","ANCHORAGE, AK 99502",,PUBLIC PARK SUPT.,907-246-3305
50409.11,A,AIRPORT,'RK1,NORTH SLOPE,KAVIK RIVER,KAVIK STRIP,PRIVATE,PUBLIC,KAVIK RIVER CAMP,"3875 GEIST RD, SUITE E267","FAIRBANKS, AK 99709",404-857-4707,SUSAN AIKENS,404-857-4707
50410.19,A,AIRPORT,'6AK3,KENAI-COOK INLET,KENAI,BUTLER AVIATION,PRIVATE,PRIVATE,PACIFIC ALASKA SHELLFISH,PO BOX 7498,"NIKISKI, AK 99635",907-776-8811,RUSTY ROESSLER,907-776-8811
50410.12,A,AIRPORT,'8AK2,KENAI PENINSULA,KENAI,CARTY'S AIRSTRIP,PRIVATE,PRIVATE,PATRICK E CARTY,PO BOX 2913,"KENAI, AK 96111",907-776-8811,PATRICK E CARTY,907-776-8811
50410.16,A,AIRPORT,'30AK,KENAI PENINSULA,KENAI,DRIFT RIVER,PRIVATE,PRIVATE,JAMES H; JAMES C; & T M DOYLE,PO BOX 582,"KENAI, AK 99611",907-283-7655,KEVIN DOYLE,907-252-5520
50410.11,A,AIRPORT,'3AK5,KENAI-COOK INLET,KENAI,HENLEY,PRIVATE,PRIVATE,SAMUEL C. HENLEY,PO BOX 244027,"ANCHORAGE, AK 99524",907-263-7990,ROD FICKEN,907-263-7990
50410.22,A,AIRPORT,'75AK,KENAI PENINSULA,KENAI,HENLEY,PRIVATE,PRIVATE,SAMUEL C. HENLEY,,"KENAI, AK 99611",,DALE MMORE,907-283-4350
50410.13,C,SEAPLANE BASE,'2R3,KENAI PENINSULA,KENAI,ISLAND LAKE,PUBLIC,PUBLIC,JOSEPH CLOUD,,"NIKISHKA, AK 99635",,PATRICK E. CARTY,
50410.21,C,SEAPLANE BASE,'03AK,ALEUTIAN ISLANDS,KENAI,JOE CLOUDS,PRIVATE,PRIVATE,KENAI FLOATPLANE SVC,PO BOX 7066,"NIKISHKA, AK 99635",907-776-8660,JOSEPH CLOUD,907-776-8660
50410.17,A,AIRPORT,'3AK4,KENAI-COOK INLET,KENAI,KENAI MUNI,PUBLIC,PRIVATE,KENAI FLOATPLANE SVC,BOX 1267,"KENAI, AK 99611",907-283-4761,WARREN JOHNSON,907-283-4761
50410.0,H,AIRPORT,'ENA,KENAI-COOK INLET,KENAI,KENAI MUNI,PUBLIC,PRIVATE,CITY OF KENAI,"421 W 1ST AVE, SUITE 250","KENAI, AK 99611",907-283-7951,MARY BONDURANT,907-283-7951
50410.24,H,HELIPORT,'82AK,KENAI PENINSULA,KETCHIKAN,PRL LOGISTICS,PRIVATE,PRIVATE,TEMSCO HELIC,BOX 5057,"ANCHORAGE, AK 99501",907-225-5141,RONALD B HYDE JR,907-225-5141
50412.01,C,HELIPORT,'17AK,KETCHIKAN GATEWAY,KETCHIKAN,KETCHIKAN /TEMSCO H/,PRIVATE,PRIVATE,TEMSCO HELIC,BOX 5057,"KETCHIKAK, AK 99901",907-225-5141,JOSEPH R. HICKS,907-225-5141
50412.04,C,SEAPLANE BASE,'5KE,KETCHIKAN GATEWAY,KETCHIKAN,KETCHIKAN HARBOR,PRIVATE,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,1515 TONGASS AVE,"KETCHIKAN, AK 99901",907-225-3845,,
50412.03,A,AIRPORT,'KTN,KETCHIKAN GATEWAY,KETCHIKAN,KETCHIKAN INTL,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99801",907-225-1974,MIKE CARNEY,907-225-1974
50412.15,H,SEAPLANE BASE,'8AK4,KETCHIKAN GATEWAY,KETCHIKAN,MCCUES,PRIVATE,PRIVATE,RYAN MCCUE,4743 N TONGASS HWY,"KETCHIKAN, AK 99901",907-225-6800,MIKE CARNEY,907-225-1974
