Title,Year,Rating,Genre,Director,Writer,Language,Country
Merry Evasion,2013,TV-14,Crime,Karen Gaviola,Shane Brennan ,English,USA
Metallica Through the Never,2013,R,Music,Nimrod Antal,Nimr�d Antal,English,USA
Mhysa,2013,TV-MA,Adventure,David Nutter,George R.R. Martin ,English,USA
Michael Ian Black/Sherrod Small/Adam Carolla,2013,TV-14,Comedy,Jay Karas,Jeffrey Ross ,English,USA
Midget Zombie Takeover,2013,Not Rated,Comedy,Glenn Berggoetz,Glenn Berggoetz ,English,USA
Midnight,2013,TV-14,Horror,Tucker Gates,Carlton Cuse ,English,USA
Midnight Ron,2013,TV-MA,Animation,Bryan Fordney,Adam Reed ,English,USA
Mindless Behavior: All Around the World,2013,G,Documentary,Steven Goldfried,N/A,English,USA
Mindy's Birthday,2013,TV-14,Comedy,Claire Scanlon,Mindy Kaling ,English,USA
Mindy's Brother,2013,TV-14,Comedy,Michael Spiller,Mindy Kaling ,English,USA
Mindy's Minute,2013,TV-14,Comedy,B.J. Novak,Mindy Kaling ,English,USA
Mindy's Minute,2013,TV-14,Comedy,B.J. Novak,Mindy Kaling ,English,USA
Mini Murray,2013,TV-PG,Comedy,Troy Miller,Alex Barnow,English,USA
Misery Loves Company,2013,TV-14,Comedy,Anton Cropper,Rob Thomas ,English,USA
Miss Dial,2013,R,Comedy,David H. Steinberg,David H. Steinberg,English,USA
Missing at 17,2013,TV-14,Drama,Doug Campbell,Christine Conradt,English,USA
Missionary,2013,R,Drama,Anthony DiBlasi,Bruce Wood,English,USA
Mo Purses Mo Money Mo Problems,2013,TV-PG,Comedy,Jeffrey Walker,Scott King,English,USA
Mock Patients,2013,Not Rated,Short,Rebecca Frye,Rebecca Frye,English,USA
Models Love Magic,2013,TV-14,Comedy,Fred Savage,John R. Montgomery ,English,USA
Models Love Magic,2013,TV-14,Comedy,Fred Savage,John R. Montgomery ,English,USA
Mom and Dad,2013,TV-PG,Comedy,Pamela Fryman,Carter Bays ,"English, French",USA
Monique Marvez: Not Skinny Not Blonde,2013,TV-MA,Comedy,Scott L. Montoya,N/A,English,USA
Monkey in a Box,2013,TV-MA,Crime,Ernest R. Dickerson,James Manos Jr. ,English,USA
Monster of the Nudist Colony,2013,TV-MA,Comedy,Steve Goldenberg,N/A,English,USA
Monster's Legacy,2013,TV-14,Crime,Jean de Segonzac,Dick Wolf ,English,USA
Monsters University,2013,G,Animation,Dan Scanlon,Dan Scanlon ,English,USA
Morbid,2013,Not Rated,Horror,Chuck Conry,Chuck Conry,English,USA
"Morning, Sunshine",2013,TV-14,Drama,Jeffrey Reiner,David Schulner ,English,USA
"Morning, Sunshine",2013,TV-14,Drama,Jeffrey Reiner,David Schulner ,English,USA
Mors Indecepta,2013,TV-MA,Action,Jesse Warn,David Kob,English,USA
Mors Praematura,2013,TV-14,Action,Helen Shaver,Jonathan Nolan ,"English, Russian",USA
Mother Clubbers,2013,TV-PG,Comedy,John Fortenberry,Dan Fogelman ,English,USA
Movie 43,2013,R,Comedy,Elizabeth Banks,Rocky Russo,English,USA
Movie Night,2013,Not Rated,Horror,Anthony Edward Curry,Anthony Edward Curry,English,USA
Mr Hockey: The Gordie Howe Story,2013,PG,Biography,Andy Mikita,Malcolm MacRury,English,USA
Mr. Jones,2013,PG-13,Drama,Karl Mueller,Karl Mueller,English,USA
Murph: The Protector,2013,PG,Documentary,Scott Mactavish,Scott Mactavish,English,USA
Muscle Shoals,2013,PG,Documentary,Greg 'Freddy' Camalier,N/A,English,USA
Music Festival,2013,TV-14,Comedy,Michael Weaver,Mindy Kaling ,English,USA
Musical Chairs,2013,TV-PG,Drama,Casey Nicholaw,Theresa Rebeck ,English,USA
My Blue Heaven,2013,TV-14,Crime,Simon Baker,Bruno Heller ,English,USA
My Bodacious Vidalia,2013,TV-14,Comedy,James Widdoes,Chuck Lorre ,English,USA
My Cool Christian Boyfriend,2013,TV-14,Comedy,Michael Spiller,Mindy Kaling ,English,USA
My Craigslist Roomie,2013,Not Rated,Short,Rob Hawk,Rob Hawk,English,USA
My Dog the Champion,2013,G,Drama,Kevin Nations,Robin Nations ,English,USA
My Dog the Space Traveler,2013,PG,N/A,Robin Christian,Robin Christian,English,USA
My Friend Falcon,2013,TV-14,Comedy,Michael Blieden,Jonathan Stern,"English, Swedish",USA
My Heart Dies Silently,2013,Not Rated,Short,Michael D. Walters,Michael D. Walters,English,USA
My Little Brother,2013,TV-Y7,Action,Victor Gonzalez,Jason Dorris,N/A,USA
My Little Pony: Equestria Girls,2013,G,Animation,Jayson Thiessen,Meghan McCarthy,English,"Canada, USA"
My Son,2013,R,Action,Jarod O'Flaherty,Michael Dennis,English,USA
My Son,2013,R,Drama,Jarod O'Flaherty,Michelle Dietrich,English,USA
Mystery World,2013,Not Rated,Mystery,Ramzi Abed,Ramzi Abed,English,USA
N.Y.C. Underground,2013,R,Action,Jessy Terrero,Andrew Klavan ,English,USA
Na Ki'i,2013,TV-14,Action,Duane Clark,Roberto Orci ,English,USA
Nailbiter,2013,R,Horror,Patrick Rea,Patrick Rea,English,USA
Nameless,2013,TV-14,Drama,Charles Haid,Stephen Carpenter ,"English, French",USA
Nangnangnangnang,2013,TV-14,Comedy,James Widdoes,Chuck Lorre ,English,USA
Nanny Dearest,2013,TV-14,Crime,Douglas Aarniokoski,Jeff Davis ,"English, Spanish",USA
Narco Cultura,2013,R,Documentary,Shaul Schwarz,N/A,"English, Spanish","USA, Mexico"
Nasty Habits,2013,TV-PG,Adventure,David Boyd,Edward Kitsis ,English,USA
Natural Born Wesen,2013,TV-14,Drama,Michael W. Watkins,Stephen Carpenter ,English,USA
Nazdarovya!,2013,TV-14,Action,Joe Chappelle,Michael Brandt ,English,USA
Nazithon: Decadence and Destruction,2013,Not Rated,Documentary,Charles Band,Kent Roudebush,English,USA
Neal and Michaele: The Winter Wonderland Wedding and Music Event,2013,TV-G,Music,Bob McKinnon,N/A,English,USA
Nebraska,2013,R,Comedy,Alexander Payne,Bob Nelson,"English, Spanish",USA
Necromancer,2013,TV-14,Adventure,Paul A. Edwards,Roberto Orci ,English,USA
Need to Know,2013,TV-PG,Comedy,Larry Shaw,Andrew W. Marlowe ,English,USA
Need to Know,2013,TV-PG,Comedy,Larry Shaw,Andrew W. Marlowe ,English,USA
Never Turn Back,2013,TV-14,Drama,Rick Bota,Sherri Cooper-Landsman ,English,"USA, Canada"
Nevermind the Dawn,2013,R,Short,Gene Nagata,David Potashnik,English,USA
New Birthday,2013,TV-MA,Crime,Lesli Linka Glatter,David Hollander,English,USA
New Bonnie vs. Old Ben,2013,TV-14,Comedy,Bob Koherr,Dan Berendsen ,English,USA
New York Sour,2013,TV-MA,Crime,Timothy Van Patten,Terence Winter ,English,USA
Newlyweeds,2013,R,Comedy,Shaka King,N/A,English,USA
News Night with Will McAvoy,2013,TV-14,Drama,Alan Poul,Aaron Sorkin ,English,USA
Next Question,2013,TV-14,Drama,Jace Alexander,Nicholas Wootton ,English,USA
"Nice Town You Picked, Norma...",2013,TV-14,Horror,Tucker Gates,Carlton Cuse ,English,USA
Nicotine,2013,Not Rated,Drama,Justin Christopher Ayd,Justin Christopher Ayd,English,USA
Night Claws,2013,Not Rated,Horror,David A. Prior,David A. Prior,English,USA
Night Games,2013,TV-PG,Comedy,David Katzenberg,Mark Cullen ,English,USA
Night Moves,2013,R,Drama,Kelly Reichardt,Jonathan Raymond,English,USA
Night of the Pig,2013,Not Rated,Short,Terry Rice,N/A,English,USA
Night of the Pig,2013,Not Rated,Short,Terry Rice,N/A,English,USA
Night of the Tentacles,2013,Not Rated,Horror,Dustin Mills,Dustin Mills,English,USA
Night Whispers,2013,Not Rated,Comedy,David Bennett,Grady Michael Hill,English,USA
Ninja: Shadow of a Tear,2013,R,Action,Isaac Florentine,David N. White,"English, Japanese","Thailand, USA"
Ninja: Shadow of a Tear,2013,R,Action,Isaac Florentine,David N. White,"English, Japanese","Thailand, USA"
Ninjas vs. Monsters,2013,Not Rated,Action,Justin Timpane,Justin Timpane,English,USA
No Doubt,2013,TV-MA,Comedy,David Michod,Mike White,English,USA
No Ordinary Hero: The SuperDeafy Movie,2013,PG,Comedy,Troy Kotsur,John Maucere ,"English, American Sign Language",USA
No Ordinary Hero: The SuperDeafy Movie,2013,PG,Comedy,Troy Kotsur,John Maucere ,"English, American Sign Language",USA
No Questions Asked,2013,TV-14,Comedy,Pamela Fryman,Carter Bays ,"English, Italian",USA
No Questions Asked,2013,TV-14,Comedy,Pamela Fryman,Carter Bays ,"English, Italian",USA
Non-Stop,2013,TV-14,Drama,Richard Gabai,Leland Douglas,English,USA
Norcen,2013,Not Rated,Documentary,Jeffrey Jennings,N/A,English,USA
Normal,2013,Not Rated,Short,Alejandra Namerrow Pastor,Alejandra Namerrow Pastor,English,USA
Normandy,2013,TV-14,Comedy,Terry McDonough,Aaron Korsh ,English,USA
Not by Brakhage (1933-2003),2013,Not Rated,Short,William Robert Webb III,William Robert Webb III,English,USA
Not for Human Consumption,2013,Not Rated,Crime,Chris Alonso,Chris Alonso,English,USA
Not Today,2013,PG-13,Drama,Jon Van Dyke,Jon Van Dyke,"English, Telugu, Hindi",USA
Nothing Left to Fear,2013,R,Horror,Anthony Leonardi III,Jonathan W.C. Mills,English,USA
Nothing to Hide,2013,TV-14,Action,Fred Toye,Jonathan Nolan ,English,USA
Now Showing: Murphy's Law,2013,Not Rated,Short,Scott Bosch,Scott Bosch,English,USA
Now You See Me,2013,PG-13,Crime,Louis Leterrier,Ed Solomon ,"English, French","France, USA"
Number One Fan,2013,TV-PG,Comedy,John Terlesky,Andrew W. Marlowe ,English,USA
Nurse 3D,2013,R,Horror,Douglas Aarniokoski,Douglas Aarniokoski,English,USA
Oblivion,2013,PG-13,Action,Joseph Kosinski,Karl Gajdusek ,English,USA
Obsession,2013,Not Rated,Short,Michael Horvath,Michael Horvath,English,USA
Ocean View,2013,TV-14,Horror,David Straiton,Carlton Cuse ,English,USA
Oconomowoc,2013,Not Rated,Comedy,Andy Gillies,Andy Gillies,English,USA
Oculus,2013,R,Horror,Mike Flanagan,Mike Flanagan ,English,USA
Oeuf,2013,TV-14,Crime,Peter Medak,Bryan Fuller ,English,USA
Of Monsters and Men,2013,TV-14,Drama,Nick Murphy,Cole Haddon ,English,USA
Off the Hook,2013,TV-PG,Comedy,Mitchell Hurwitz,Mitchell Hurwitz ,English,USA
Off the Record,2013,TV-14,Drama,Duane Clark,Nick Santora,English,USA
Off to See the Wizard,2013,TV-14,Drama,Thomas J. Wright,Rockne S. O'Bannon ,English,USA
Off to the Races,2013,TV-14,Comedy,Gail Mancuso,Bill Lawrence ,English,USA
Officer Down,2013,R,Crime,Brian A Miller,John Chase,English,USA
Oil and Water,2013,TV-PG,Action,Thomas J. Wright,Donald P. Bellisario ,English,USA
Old Alabama,2013,TV-PG,Comedy,David Paymer,Leila Gerstein ,English,USA
Old School,2013,TV-14,Comedy,Beth McCarthy-Miller,Daniel J. Goor ,English,USA
Oldboy,2013,R,Action,Spike Lee,Garon Tsuchiya ,English,USA
Oldboy,2013,R,Action,Spike Lee,Garon Tsuchiya ,English,USA
Olelo Pa'a,2013,TV-14,Action,Joe Dante,Roberto Orci ,English,USA
Olympus Has Fallen,2013,R,Action,Antoine Fuqua,Creighton Rothenberger,"English, Korean",USA
Omni,2013,TV-14,Crime,Larry Teng,Shane Brennan ,English,USA
On All Fours,2013,TV-MA,Comedy,Lena Dunham,Lena Dunham,English,USA
On Broadway,2013,TV-PG,Drama,Michael Morris,Theresa Rebeck ,English,USA
On the Road Again,2013,TV-PG,Comedy,Tim Matheson,Leila Gerstein ,English,USA
On Thin Ice,2013,TV-PG,Drama,Mike Rohl,Sherri Cooper-Landsman ,English,USA
Once a Crook,2013,TV-14,Action,Arvin Brown,Donald P. Bellisario ,English,USA
Once Bitten,2013,TV-MA,Animation,Bryan Fordney,Adam Reed ,English,USA
Once Upon a Time in Brooklyn,2013,R,Action,Paul Borghese,Paul Borghese ,English,USA
Once Upon a Time in Queens,2013,R,Comedy,Dave Rodriguez,Dave Rodriguez,English,USA
One Angry Fuchsbau,2013,TV-PG,Drama,Terrence O'Hara,Stephen Carpenter ,English,USA
One Big Act,2013,Not Rated,Short,Jesse Allen Michael Hibbs,Jesse Allen Michael Hibbs,English,USA
One Chance,2013,PG-13,Biography,David Frankel,Justin Zackham ,English,"UK, USA"
One Dark Secret,2013,Not Rated,N/A,Geovanni Molina,Geovanni Molina,N/A,USA
One Direction: This Is Us,2013,PG,Documentary,Morgan Spurlock,N/A,"English, Portuguese",USA
One Man's Trash,2013,TV-MA,Comedy,Richard Shepard,Lena Dunham,English,USA
One Night Stand,2013,Not Rated,Adult,Jules Mayfield,Jules Mayfield,English,USA
One Night Stand,2013,TV-14,Drama,Steven DePaul,Stephen Carpenter ,"English, French",USA
One Night Stands,2013,R,Comedy,Paul A. Storiale,Paul A. Storiale,English,USA
One One Six,2013,TV-MA,Crime,Peter Weller,Kurt Sutter ,English,USA
One Percent,2013,TV-14,Action,Chris Fisher,Jonathan Nolan ,English,USA
One Step Too Many,2013,TV-14,Drama,Julian Farino,Aaron Sorkin ,English,USA
Onion News Empire,2013,TV-14,Comedy,Todd Strauss-Schulson,Will Graham ,English,USA
Only God Forgives,2013,R,Crime,Nicolas Winding Refn,Nicolas Winding Refn,"English, Thai","Denmark, Sweden, Thailand, USA, France"
Open Grave,2013,R,Horror,Gonzalo Lopez-Gallego,Eddie Borey,English,USA
Our Wild Hearts,2013,PG,Family,Ricky Schroder,Andrea Schroder,English,USA
Out of the Furnace,2013,R,Crime,Scott Cooper,Brad Ingelsby,English,"USA, UK"
Out with the In-Crowd,2013,TV-14,Drama,Joe Lazarov,Adam Milch ,English,USA
Outbreak,2013,TV-14,Drama,Kari Skogland,Brian K. Vaughan ,English,USA
Over/Under,2013,TV-14,Drama,Bronwen Hughes,Sheila Callaghan,English,USA
Ovulation,2013,Not Rated,Drama,Michael Wade Johnson,Michael Wade Johnson,English,USA
Oz the Great and Powerful,2013,PG,Adventure,Sam Raimi,Mitchell Kapner ,English,USA
Ozymandias,2013,TV-14,Crime,Rian Johnson,Vince Gilligan ,English,USA
P.S. I Love You,2013,TV-14,Comedy,Pamela Fryman,Carter Bays ,English,USA
Pa'ani,2013,TV-14,Action,Jeffrey G. Hunt,Alex Kurtzman ,English,USA
Pacific Rim,2013,PG-13,Action,Guillermo del Toro,Travis Beacham ,"English, Japanese, Cantonese, Mandarin",USA
Pain & Gain,2013,R,Action,Michael Bay,Christopher Markus ,English,USA
"Paint It, Pierce It or Plug It",2013,TV-14,Comedy,James Widdoes,Chuck Lorre ,English,USA
Palo Alto,2013,R,Drama,Gia Coppola,Gia Coppola ,English,USA
Paper Soldiers,2013,TV-14,Crime,Terrence O'Hara,Shane Brennan ,English,USA
Papercut 2,2013,Not Rated,Adventure,Bryan Sanders,Bryan Sanders ,English,USA
Paradise,2013,PG-13,Comedy,Diablo Cody,Diablo Cody,English,USA
Paradise,2013,PG-13,Comedy,Diablo Cody,Diablo Cody,English,USA
Paranoia,2013,PG-13,Drama,Robert Luketic,Jason Dean Hall ,English,"USA, France"
Paranormal Whacktivity,2013,R,Comedy,Roger Roth,Chris Pentzell,English,USA
Parker,2013,R,Action,Taylor Hackford,John J. McLaughlin ,English,USA
Parkland,2013,PG-13,Drama,Peter Landesman,Peter Landesman,English,USA
Parks and Rehabilitation,2013,TV-14,Drama,Larry Teng,D. Brent Mote ,English,USA
Parley,2013,TV-14,Crime,John Peter Kousakis,Shane Brennan ,English,USA
Partners in Crime,2013,TV-PG,Drama,Rick Rosenthal,Sherri Cooper-Landsman ,English,USA
Partum,2013,Not Rated,Short,Adam Michardi,Adam Michardi,English,USA
Pass Interference,2013,TV-PG,Comedy,Jamie Babbit,Scott Silveri ,English,USA
Passed Pawns,2013,TV-14,Crime,Philip Conserva,Anthony E. Zuiker ,English,USA
"Past, Present, and Future",2013,TV-14,Action,James Whitmore Jr.,Donald P. Bellisario ,English,USA
Pawn,2013,R,Crime,David A. Armstrong,Jay Anthony White,English,USA
Pawn Shop Chronicles,2013,R,Action,Wayne Kramer,Adam Minarovich ,English,USA
Pawned,2013,Not Rated,Short,Ryan Guy,Ryan Guy,English,USA
Pawned Off,2013,TV-14,Reality-TV,Tiff Winton,N/A,English,USA
Pay It Forward,2013,TV-14,Crime,John Terlesky,Jeff Davis ,English,USA
Peeples,2013,PG-13,Comedy,Tina Gordon Chism,Tina Gordon Chism,English,USA
Penthouse North,2013,R,Drama,Joseph Ruben,David Loughery,"English, Arabic",USA
Penthouse North,2013,TV-14,Drama,Joseph Ruben,David Loughery,"English, Arabic",USA
Percy Jackson: Sea of Monsters,2013,PG,Adventure,Thor Freudenthal,Marc Guggenheim ,English,USA
Percy Jackson: Sea of Monsters,2013,PG,Adventure,Thor Freudenthal,Marc Guggenheim ,English,USA
Perfect Storm,2013,TV-14,Drama,Rob Corn,Shonda Rhimes ,English,USA
"Pete Holmes: Nice Try, the Devil!",2013,TV-14,Comedy,Marcus Raboy,N/A,English,USA
Phallic Victories,2013,TV-MA,Drama,Phil Abraham,Michelle Ashford ,English,USA
Phantom,2013,R,History,Todd Robinson,Todd Robinson,English,USA
Philomena,2013,PG-13,Biography,Stephen Frears,Steve Coogan ,English,"UK, USA, France"
Phoenix,2013,Not Rated,Short,Scott Sullivan,Scott Sullivan,English,USA
Pictures of You,2013,TV-14,Drama,J. Miller Tobin,Kevin Williamson ,English,USA
Pilot,2013,TV-14,Comedy,Adam Bernstein,Garry Trudeau ,English,USA
Pilot,2013,TV-14,Action,Brad Anderson,J.H. Wyman ,English,USA
Pilot,2013,TV-14,Drama,Brad Silberling,Laurie McCarthy ,English,USA
Pilot,2013,TV-14,Drama,Cherie Nowlan,K.J. Steinberg ,English,USA
Pilot,2013,TV-PG,Drama,Danny Cannon,Greg Berlanti ,English,USA
Pilot,2013,TV-14,Comedy,Gail Mancuso,Bill Lawrence ,English,USA
Pilot,2013,TV-MA,Action,Greg Yaitanes,Jonathan Tropper ,English,USA
Pilot,2013,TV-14,Action,Jeffrey Nachmanoff,Alon Aranya ,English,USA
Pilot,2013,TV-14,Drama,Jeffrey Nachmanoff,Alon Aranya ,English,USA
Pilot,2013,TV-14,Crime,Joe Carnahan,Jon Bokenkamp ,English,USA
Pilot,2013,TV-MA,Drama,John Madden,Thomas Maier ,English,USA
Pilot,2013,TV-14,Drama,Jon Amiel,Adam Milch ,English,USA
Pilot,2013,TV-PG,Action,Joss Whedon,Stan Lee ,English,USA
Pilot,2013,TV-PG,Action,Joss Whedon,Stan Lee ,English,USA
Pilot,2013,TV-14,Animation,Justin Roiland,Justin Roiland ,English,USA
Pilot,2013,TV-14,Adventure,Len Wiseman,Alex Kurtzman ,English,USA
Pilot,2013,TV-14,Adventure,Len Wiseman,Alex Kurtzman ,English,USA
Pilot,2013,TV-14,Crime,Marcos Siega,Kevin Williamson ,English,USA
Pilot,2013,TV-14,Comedy,Michael Lehmann,Evan Endicott,English,USA
Pilot,2013,TV-14,Drama,Michael Mayer,David Schulner ,English,USA
Pilot,2013,TV-14,Comedy,Miguel Arteta,Candace Bushnell ,English,USA
Pilot,2013,TV-14,Drama,Niels Arden Oplev,Brian K. Vaughan ,English,USA
Pilot,2013,TV-14,Drama,Niels Arden Oplev,Brian K. Vaughan ,English,USA
Pilot,2013,TV-14,Drama,Niels Arden Oplev,Brian K. Vaughan ,English,USA
Pilot,2013,TV-14,Comedy,Pamela Fryman,Chuck Lorre ,English,USA
Pilot,2013,TV-14,Drama,Patty Jenkins,Frank Ketelaar ,English,USA
Pilot,2013,TV-PG,Comedy,Paul McGuigan,Marc Cherry ,English,USA
Pilot,2013,TV-14,Crime,Peter Horton,Collier Young ,English,USA
Pilot,2013,TV-14,Comedy,Phil Lord,Daniel J. Goor,English,USA
Pilot,2013,TV-14,Drama,Richard Shepard,Nicholas Wootton ,English,USA
Pilot,2013,TV-14,Comedy,Tyler W. Moore,Tyler W. Moore,English,"USA, Australia"
Pilot,2013,TV-14,Comedy,Tyler W. Moore,Tyler W. Moore,English,"USA, Australia"
Pinned to Wall,2013,TV-PG,News,Ray Szuch,Ray Szuch,English,USA
Pizza Shop: The Movie,2013,Not Rated,Comedy,George O'Barts,George O'Barts,English,USA
Planes,2013,PG,Animation,Klay Hall,John Lasseter ,"English, Spanish",USA
Platonish,2013,TV-14,Comedy,Pamela Fryman,Carter Bays ,English,USA
Play Hard or Go Home,2013,TV-PG,Comedy,Eyal Gordin,Robb Cullen ,English,USA
Playing Clean,2013,R,Short,Chris Banda,Chris Banda,English,USA
Playing with Fire,2013,TV-PG,Drama,Mike Rohl,Sherri Cooper-Landsman ,English,USA
Pledging,2013,TV-PG,Comedy,John Pasquin,Jack Burditt ,English,USA
Pledging,2013,TV-PG,Comedy,John Pasquin,Jack Burditt ,English,USA
Plum,2013,R,Fantasy,Deuandra T. Brown,Deuandra T. Brown ,English,USA
Plum,2013,R,Fantasy,Deuandra T. Brown,Deuandra T. Brown ,English,USA
Plush,2013,R,Thriller,Catherine Hardwicke,Catherine Hardwicke,English,USA
Poenitentia,2013,TV-MA,Crime,Guy Ferland,Kurt Sutter ,English,USA
Poison Apple,2013,Not Rated,Short,Dane Neves,Dane Neves,English,USA
Poison of Interest,2013,TV-14,Drama,Gavin Polone,Adam Milch ,English,USA
Poisoned Motive,2013,TV-14,Crime,Arthur W. Forney,Dick Wolf ,English,USA
Pop Star,2013,PG,Drama,Carlos Portugal,Carlos Portugal,English,USA
Possibility Two,2013,TV-14,Crime,Seith Mann,Robert Doherty ,"English, Polish",USA
Post Pending,2013,Not Rated,Comedy,Chloe Lester,Athena Lester,English,USA
Potage,2013,TV-14,Crime,David Slade,Bryan Fuller ,English,USA
Power,2013,TV-PG,Drama,Roger Kumble,Mike Kelley ,English,USA
Power,2013,TV-PG,Drama,Roger Kumble,Mike Kelley ,English,USA
Power of Persuasion,2013,TV-14,Drama,Henry Bronchtein,Alon Aranya ,English,USA
Power: The Truth Behind Mass-Shootings,2013,Not Rated,Documentary,Josh Surratt,Josh Surratt,English,USA
Prank You Very Much,2013,TV-Y7,Action,Victor Gonzalez,Ken Blankstein,N/A,USA
Presumed Guilty,2013,TV-14,Crime,Courtney Hunt,Dick Wolf ,English,USA
Pretty Man,2013,TV-14,Comedy,Rob Schrab,Mindy Kaling ,English,USA
Prey,2013,TV-MA,Drama,Stefan Schwartz,Frank Darabont ,English,USA
Prime Suspect,2013,TV-14,Action,James Whitmore Jr.,Donald P. Bellisario ,English,USA
Prince Avalanche,2013,R,Comedy,David Gordon Green,Hafsteinn Gunnar Sigur�sson ,English,USA
Prisoners,2013,R,Crime,Denis Villeneuve,Aaron Guzikowski,English,USA
Prisoner's Dilemma,2013,TV-PG,Action,Chris Fisher,Jonathan Nolan ,"English, French",USA
"Prom Night, Everything Is All Right",2013,TV-MA,Comedy,Chris Moore,Chris Moore,English,USA
Proteus,2013,TV-14,Action,Kenneth Fink,Jonathan Nolan ,English,USA
Proxy,2013,Not Rated,Drama,Zack Parker,Kevin Donner,English,USA
PTZD,2013,TV-14,Drama,Eric Laneuville,Stephen Carpenter ,English,USA
Pubic Hair Crisis,2013,TV-MA,Comedy,Rhys Thomas,Jim Margolis,English,USA
Pukana,2013,TV-14,Action,Bryan Spicer,Roberto Orci ,English,USA
Pulpit Friction,2013,TV-PG,Animation,Chris Clements,Matt Groening ,English,USA
Punishment,2013,TV-14,Drama,John L. Altom,Drew Howell,English,USA
Purity,2013,TV-14,Crime,Eric Laneuville,Shane Brennan ,English,USA
Pushin' 60,2013,Not Rated,Short,Spenser Fritz,N/A,English,USA
Puttin' on the Ritz,2013,TV-14,Drama,Rob Corn,Shonda Rhimes ,English,USA
Q & a with Actor Robert Z'Dar,2013,TV-14,Talk-Show,William Alexander,N/A,English,USA
Quick Hardening Caulk,2013,TV-14,Comedy,Lorene Scafaria,Elizabeth Meriwether ,English,USA
Quick Hardening Caulk,2013,TV-14,Comedy,Lorene Scafaria,Elizabeth Meriwether ,English,USA
Quite a Common Fairy,2013,TV-PG,Adventure,Alex Zakrzewski,Edward Kitsis ,English,USA
Quitters,2013,TV-MA,Comedy,John Dahl,Tom Kapinos ,English,USA
R.I.P.,2013,Not Rated,Short,Terry Ross,Lisa Bruhn,English,USA
R.I.P.D.,2013,PG-13,Action,Robert Schwentke,Phil Hay ,English,USA
Rabid Dog,2013,TV-14,Crime,Sam Catlin,Vince Gilligan ,English,USA
Race To Space,2013,TV-MA,Drama,Michael Dinner,Michelle Ashford ,English,USA
Radioactive,2013,TV-MA,Drama,Scott Winant,Alan Ball ,English,USA
Raggedy: The Magical Legacy of Johnny Gruelle,2013,TV-G,Documentary,Rob Hill,Rob Hill,English,USA
Raising Spirits,2013,TV-Y7,Action,James Barr,Jim Peronto,English,USA
Rape: A Modern Perspective,2013,TV-14,Crime,Brooke Kennedy,Robert King ,English,USA
Rapture-Palooza,2013,R,Comedy,Paul Middleditch,Chris Matheson,English,USA
Raven & the Swans,2013,TV-14,Crime,Robert Florio,Shane Brennan ,English,USA
Razgovor,2013,TV-14,Action,Kenneth Fink,Jonathan Nolan ,"English, Russian",USA
Read Before Use,2013,TV-14,Comedy,Daisy von Scherler Mayer,Candace Bushnell ,English,USA
Readiness Is All,2013,TV-14,Drama,Tony Phelan,Shonda Rhimes ,N/A,USA
Reality Star Struck,2013,TV-PG,Comedy,Larry Shaw,Andrew W. Marlowe ,English,USA
Reasonable Doubt,2013,TV-14,Action,Stephen Williams,Jonathan Nolan ,English,USA
Recoil,2013,TV-PG,Comedy,Thomas J. Wright,Andrew W. Marlowe ,English,USA
Recovery,2013,TV-14,Crime,Paul A. Kaufman,Shane Brennan ,English,USA
RED 2,2013,PG-13,Action,Dean Parisot,Jon Hoeber,"English, Russian, French","USA, France, Canada"
Red and Itchy,2013,TV-14,Crime,David Paymer,Bruno Heller ,English,USA
Red Dead: The Movie,2013,Not Rated,Short,Ryan Blankenship,Ryan Blankenship,English,USA
Red in Tooth and Claw,2013,TV-PG,Crime,Randall Zisk,Bruno Heller ,English,USA
Red John,2013,TV-14,Crime,Chris Long,Bruno Heller ,English,USA
Red John's Rules,2013,TV-14,Crime,Chris Long,Bruno Heller ,English,USA
Red Lacquer Nail Polish,2013,TV-14,Crime,Geary McLeod,Bruno Heller ,English,USA
Red Letter Day,2013,TV-14,Crime,Guy Ferland,Bruno Heller ,English,USA
Red Line,2013,R,Thriller,Robert Kirbyson,Robert Kirbyson,English,USA
Red Listed,2013,TV-PG,Crime,Eric Laneuville,Bruno Heller ,English,USA
Red Team III,2013,TV-14,Drama,Anthony Hemingway,Aaron Sorkin ,English,USA
"Red Team, Blue Team",2013,TV-14,Crime,Jim McKay,Robert King ,English,USA
Red Velvet Cupcakes,2013,TV-14,Crime,David Barrett,Bruno Heller ,English,USA
Red Wing,2013,PG-13,Drama,Will Wallace,Kathleen Orillion ,English,USA
"Red, White and Blue",2013,TV-PG,Crime,Robert Duncan McNeill,Bruno Heller ,English,USA
Red: Part One,2013,TV-14,Crime,Tony Wharmby,Shane Brennan ,English,USA
Red: Part One,2013,TV-14,Crime,Tony Wharmby,Shane Brennan ,English,USA
Red: Part One,2013,TV-14,Crime,Tony Wharmby,Shane Brennan ,English,USA
Red: Part Two,2013,TV-14,Crime,Tony Wharmby,Shane Brennan ,English,USA
Redemption,2013,R,Action,Steven Knight,Steven Knight,"English, Polish, Cantonese, Italian","UK, USA"
Redwood Highway,2013,PG-13,Drama,Gary Lundgren,Gary Lundgren,English,USA
Regret Me Not,2013,TV-PG,Drama,John Fortenberry,Elizabeth Kruger ,English,USA
Regret: Let the Sin Begin Part II,2013,Not Rated,Short,Matt Cooper,Matt Cooper,English,USA
