imdbID,Title,Year,Rating,Runtime,Genre,Released,Director,Writer,Cast,Metacritic,imdbRating,imdbVotes,Poster,Plot,Language,Country,Awards,lastUpdated
tt2095342,"Fair Trade",2011,TV-14,"42 min","Action, Crime, Drama",2011-11-18,"Nick Copus","Craig Silverstein (developed by), Juan Carlos Coto, Luc Besson (characters created by)","Maggie Q, Shane West, Lyndsy Fonseca, Aaron Stanford",N/A,8.8,295,http://ia.media-imdb.com/images/M/MV5BMjIyNTQ1NTMyNV5BMl5BanBnXkFtZTcwODQxMDQwNw@@._V1_SX300.jpg,"Nikita steals funds from Oversight, forcing them to host an emergency meeting. Nikita and Birkoff figure out how to spy on the meeting so Nikita can identify the other members of Oversight,...",English,USA,N/A,"2014-02-16 01:00:00"
tt2095375,Suspicion,2011,TV-PG,"45 min","Drama, Mystery, Thriller",2011-11-23,"Bethany Rooney","Mike Kelley (created by), Salvatore Stabile","Madeleine Stowe, Emily VanCamp, Gabriel Mann, Henry Czerny",N/A,8.1,497,http://ia.media-imdb.com/images/M/MV5BMTQ1MDE4ODA2MF5BMl5BanBnXkFtZTcwMjIwODgwNw@@._V1_SX300.jpg,"Nolan is horrified to find the 'new' Amanda Clark didn't move overseas but is seducing Jack, and 'Emily' fails to keep her promise to deal with her alter-ego, despite calling in her ...",English,USA,N/A,"2014-08-16 18:54:47"
tt2095376,Treachery,2011,TV-PG,"45 min","Drama, Mystery, Thriller",2011-11-16,"Bobby Roth","Mike Kelley (created by), Ryan Scott","Madeleine Stowe, Emily VanCamp, Gabriel Mann, Henry Czerny",N/A,8.2,475,http://ia.media-imdb.com/images/M/MV5BMTA0MzA2MTc3NjZeQTJeQWpwZ15BbWU3MDU3OTk1MDc@._V1_SX300.jpg,"Daniel's return to the family firm delights Conrad, but Tyler feels passed over and seeks an alliance with Victoria's disgruntled English assistant Ashley. Nolan is appalled to find the ...",English,USA,N/A,"2014-06-07 00:48:36"
tt2095422,"Episode #12.7",2011,TV-PG,"86 min","Game-Show, Reality-TV",2011-11-01,"Brian Smith",N/A,"Alison Sweeney, Bob Harper, Anna Kournikova, Dolvett Quince",N/A,0.0,0,http://ia.media-imdb.com/images/M/MV5BMTA2NTcxODIyNzVeQTJeQWpwZ15BbWU3MDY4MjY5OTY@._V1_SX300.jpg,"With Jennifer's elimination after the latest weigh-in, there are nine contestants remaining. With three trainers and nine contestants, it is a perfect time for a team realignment with three...","English, Russian",USA,N/A,"2014-05-28 10:02:30"
tt2095427,"Episode #1.6162",2011,TV-14,"30 min","Drama, Romance",2011-09-27,"Michael Stich","Bradley Bell (head writer), Michael Minnis (head writer), Kay Alden (head writer), Adam Dusevoir (script writer), Patrick Mulcahey (story)","Texas Battle, Scott Clifton, Zack Conroy, Don Diamont",N/A,5.5,6,http://ia.media-imdb.com/images/M/MV5BMjMyNDM1NjYyMV5BMl5BanBnXkFtZTgwMTY0OTg5MDE@._V1_SX300.jpg,"Deply hurt that Hope dumped him, without even a discussion, Liam delights Bill by saying he's now engaged with Steffy. Taylor enjoys defending that switch to shocked Brooke, who claims the ...",English,USA,N/A,"2014-07-08 18:17:00"
tt2095428,"Episode #1.6163",2011,TV-14,"30 min","Drama, Romance",2011-09-28,"Cynthia J. Popp","Bradley Bell (head writer), Michael Minnis (head writer), Kay Alden (head writer), John F. Smith (script writer)","Scott Clifton, Don Diamont, Katherine Kelly Lang, Kim Matula",N/A,5.2,6,http://ia.media-imdb.com/images/M/MV5BMjMyNDM1NjYyMV5BMl5BanBnXkFtZTgwMTY0OTg5MDE@._V1_SX300.jpg,"To Bill's delight, Liam moves fast on Steffy, taking his fiancï¿½e by Spencer jet to the Rockies for a romantic trip. While even Katie is startled when Bill triumphantly tells her, Taylor ...",English,USA,N/A,"2014-07-08 18:16:59"
tt2095429,"Episode #1.6164",2011,TV-14,"30 min","Drama, Romance",2011-09-29,"Cynthia J. Popp","Bradley Bell (head writer), Michael Minnis (head writer), Kay Alden (head writer), John F. Smith (script writer)","Scott Clifton, Katherine Kelly Lang, Kim Matula, Ronn Moss",N/A,5.3,6,http://ia.media-imdb.com/images/M/MV5BMjMyNDM1NjYyMV5BMl5BanBnXkFtZTgwMTY0OTg5MDE@._V1_SX300.jpg,"Liam and Steffy enjoy his surprise, a trip to summer-deserted Aspen, Colorado. Rick manages to track them down and sends a skater friend to slip a note to Liam, 'Don't give up about Hope, ...",English,USA,N/A,"2014-07-08 18:16:59"
tt2095622,Deviling,2011,R,"14 min","Short, Horror",2011-10-22,"Michael Sharpe","Michael Sharpe","Robert Haulbrook, Jodi Essex, Tommy Allen Taylor",N/A,8.2,17,http://ia.media-imdb.com/images/M/MV5BMTMyMTIyODQyN15BMl5BanBnXkFtZTcwOTMyOTAwNw@@._V1_SX300.jpg,"A woman experiences her worst fear after a failed relationship with a mortician.",English,USA,N/A,"2014-04-10 02:30:53"
tt2095717,"Mozart of Rap",2011,R,"87 min",Drama,2011-09-19,"Martin Bentsen","Martin Bentsen","Dior Allen, Martin Bentsen, Deron Campbell, Franceli Chapman",N/A,6.5,8,http://ia.media-imdb.com/images/M/MV5BMjMyMTg5ODY4M15BMl5BanBnXkFtZTcwMDc0MTEzNw@@._V1_SX300.jpg,"Rob Jones learns of Darelle Sylva, who composes symphonic music and raps to it. Only problem is, his two best friends hate the idea and accuse him of going behind their back.",English,USA,N/A,"2014-08-06 00:03:58"
tt2096098,"Express Christmas",2011,TV-PG,"22 min",Comedy,2011-12-07,"Michael Spiller","Steven Levitan (created by), Christopher Lloyd (created by), Cindy Chupack","Ed O'Neill, Sofï¿½a Vergara, Julie Bowen, Ty Burrell",N/A,8.1,518,http://ia.media-imdb.com/images/M/MV5BMTcxOTUzNzQ2OF5BMl5BanBnXkFtZTcwNDg0MTMxNw@@._V1_SX300.jpg,"Phil proposes that the entire family celebrate 'Express Christmas' together on December 16, when they discover that they won't be spending Christmas Day together.",English,USA,N/A,"2014-08-29 00:17:16"
tt2096119,"Flying Guillotine",2011,TV-PG,"60 min","Documentary, Mystery",2011-10-26,N/A,"Steve Christiansen, Jessica Mallett, Peter Rees (original concept)","Jamie Hyneman, Adam Savage, Tory Belleci, Kari Byron",N/A,6.2,61,http://ia.media-imdb.com/images/M/MV5BMTMwNDcyODYwNV5BMl5BanBnXkFtZTcwMjk1NjA4MQ@@._V1_SX300.jpg,"Adam and Jamie test a myth that C4 can be used as a cooking fuel, but if you drop something on it while it's burning, it will explode. Tory, Kari, and Grant attempt to re-create a mythical flying guillotine.",English,USA,N/A,"2014-07-25 00:11:21"
tt2096120,"Location, Location, Location",2011,TV-PG,"60 min","Documentary, Mystery",2011-11-09,N/A,"Dan Tapster, Jessica Mallett, Chris Williams, Peter Rees (original concept)","Jamie Hyneman, Adam Savage, Tory Belleci, Kari Byron",N/A,5.8,58,http://ia.media-imdb.com/images/M/MV5BMTMwNDcyODYwNV5BMl5BanBnXkFtZTcwMjk1NjA4MQ@@._V1_SX300.jpg,"The Mythbusters review some of their favorite locations from previous episodes.",English,USA,N/A,"2014-07-01 05:22:14"
tt2096553,"Nerd Wars!",2011,"Not Rated","30 min","Short, Comedy",2011-11-19,"Willie Pena","Willie Pena, Michael Manuel Peï¿½a (story)","Michael Manuel Peï¿½a, Nathaniel A. Pena, Alfonso Freeman, Lia Marie Johnson",N/A,7.6,37,http://ia.media-imdb.com/images/M/MV5BMTM1NzA3NDgxOF5BMl5BanBnXkFtZTcwMTAxNDk5Ng@@._V1_SX300.jpg,"Prepare to laugh with the whole family as Alfonso & Marty, two competitive 6th grade nerds, face off in an epic after-school battle! Starring Michael Manuel Pena, Nathaniel Pena, Alfonso ...",English,USA,N/A,"2014-09-11 00:21:05"
tt2097512,"Ike Maka",2011,TV-14,"42 min","Action, Crime, Drama",2011-11-14,"Bryan Spicer","Alex Kurtzman (developer), Roberto Orci (developer), Peter M. Lenkov (developer), Leonard Freeman (creator), Mike Schaub","Alex O'Loughlin, Scott Caan, Daniel Dae Kim, Grace Park",N/A,8.1,218,http://ia.media-imdb.com/images/M/MV5BOTk5NzI3NTIwOF5BMl5BanBnXkFtZTgwOTA1Mzk2MDE@._V1_SX300.jpg,"The team tries to uncover the identity of a man who recently had plastic surgery but was found dead in the trunk of a stolen muscle car--which will hopefully lead them to his killer.",English,USA,N/A,"2014-07-31 00:28:38"
tt2097732,"Episode #1.6188",2011,TV-14,"30 min","Drama, Romance",2011-11-02,"Deveney Kelly","Bradley Bell (head writer), Michael Minnis (head writer), Kay Alden (head writer), Adam Dusevoir (script writer)","Texas Battle, Brandon Beemer, Lesley-Anne Down, Susan Flannery",N/A,6.2,5,http://ia.media-imdb.com/images/M/MV5BMjMyNDM1NjYyMV5BMl5BanBnXkFtZTgwMTY0OTg5MDE@._V1_SX300.jpg,"Owen assures Jaqueline his whole family is now happy, yet he still misses her constantly. Eric prepared a romantic welcome for Stephanie, hoping they would finally make love again, but she ...",English,USA,N/A,"2014-07-08 17:15:12"
tt2097889,"Matt's Horny Halloween",2011,X,"56 min",Adult,2011-10-28,"Matt Anderson",N/A,"Matt Anderson, Andy Michaels",N/A,0.0,0,N/A,"Matt loves Halloween and shows off his Halloween spirit by making videos for all to enjoy - naked.",English,USA,N/A,"2014-07-08 17:14:41"
tt2098765,Muse,2011,"Not Rated","3 min","Short, Drama",2011-06-28,"Kevin Tello","Kevin Tello","Russ Ferri, Amber Hinds, Hector Holguin",N/A,5.8,6,N/A,"On a sunny day, David The Artist struggles to be inspired to draw something wonderful. He sees everyone as hypocrites, and is creatively blocked. Melinda The Muse appears to give him a push in the right direction.",English,USA,N/A,"2014-07-08 17:11:53"
tt2099738,"Tara's Titties",2011,X,"89 min",Adult,2011-08-12,"Robby D.",N/A,"Riley Steele, Brooke Banner, Mick Blue, Ben English",N/A,6.6,8,N/A,"After being laid off Angie moves in with her parents, to get out of the situation she becomes an Internet escort.",English,USA,N/A,"2014-10-30 00:07:37"
tt2099849,Thanksgiving,2011,TV-14,"43 min","Crime, Drama",2011-11-18,"Steve Gomer","Robin Green (creator), Mitchell Burgess (creator), Shaun Cassidy","Donnie Wahlberg, Bridget Moynahan, Will Estes, Len Cariou",N/A,7.8,91,http://ia.media-imdb.com/images/M/MV5BMTMyMzYxODc1MV5BMl5BanBnXkFtZTcwMTI0Njg4Ng@@._V1_SX300.jpg,"Ayla Demir falls to her death within Jamie's reach. Her hot-tempered boyfriend Kyle Freelander's only alibi are his visiting parents. Her brother Hafiz firmly denies any suggestion of a ...",English,USA,N/A,"2014-05-28 05:25:43"
tt2100287,"The Ornithophobia Diffusion",2011,TV-14,"21 min",Comedy,2011-11-10,"Mark Cendrowski","Chuck Lorre (created by), Bill Prady (created by), Bill Prady (teleplay), Steven Molaro (teleplay), Eric Kaplan (teleplay), Chuck Lorre (story), David Goetsch (story), Anthony Del Broccolo (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco-Sweeting, Simon Helberg",N/A,8.3,1,http://ia.media-imdb.com/images/M/MV5BMTkyNDc0MjM0M15BMl5BanBnXkFtZTcwNTM4NTMwNw@@._V1_SX300.jpg,"Sheldon tries to overcome his fear of birds, while Leonard and Penny attempt to hang out together strictly as friends.",English,USA,N/A,"2014-10-16 00:38:34"
tt2100288,"Episode #12.8",2011,TV-PG,"86 min","Game-Show, Reality-TV",2011-11-08,"Brian Smith",N/A,"Alison Sweeney, Bob Harper, Anna Kournikova, Dolvett Quince",N/A,0.0,0,http://ia.media-imdb.com/images/M/MV5BNjk2MjI1NTk3MF5BMl5BanBnXkFtZTcwMTIyNzIwNw@@._V1_SX300.jpg,"Jessica being voted off the ranch after the latest weigh-in causes some hard feelings by Ramon, especially against his blue team mates Joe and Sunny, both who voted for Jessica. This ...",English,USA,N/A,"2014-07-08 17:06:40"
tt2100546,"Ice Age: A Mammoth Christmas",2011,TV-PG,"26 min","Animation, Short, Adventure",2011-11-24,"Karen Disher","Sam Harper, Mike Reiss","Ray Romano, John Leguizamo, Denis Leary, Queen Latifah",N/A,6.5,6,http://ia.media-imdb.com/images/M/MV5BMTM0NTg5MzQxMV5BMl5BanBnXkFtZTcwOTY5NDIxNw@@._V1_SX300.jpg,"When Sid accidentally destroys Manny's heirloom Christmas rock and ends up on Santa's naughty list, he leads a hilarious quest to the North Pole to make things right and ends up making ...",English,USA,"1 nomination.","2014-11-01 00:40:52"
tt2100587,"Natasha: Portrait of an Urban Poet",2011,"Not Rated","94 min","Documentary, Biography, History",2011-10-01,"Natasha Ria El-Scari, Harold David Smith Jr., Harold David Smith",N/A,"Natasha Ria El-Scari",N/A,0.0,0,http://ia.media-imdb.com/images/M/MV5BNTQzNzY1OTEzM15BMl5BanBnXkFtZTgwMTUzNjA2MDE@._V1_SX300.jpg,"This film is an examination of the life and poetry of the black feminist poet and social voice of Natasha Ria El-Scari. Presented in an 'abstractumentary' or abstract-documentary style, the...",English,USA,N/A,"2014-10-25 00:27:53"
tt2100692,"And the Really Petty Cash",2011,TV-14,"22 min",Comedy,2011-11-14,"Ted Wass","Michael Patrick King (creator), Whitney Cummings (creator), Morgan Murphy","Kat Dennings, Beth Behrs, Garrett Morris, Jonathan Kite",N/A,7.3,275,http://ia.media-imdb.com/images/M/MV5BMTQzMjkwNDgzOV5BMl5BanBnXkFtZTcwMzI3NzI3Ng@@._V1_SX300.jpg,"Max is still in denial over the revelation that Johnny, her crush has a girlfriend, Caroline tries to get her to admit her feelings and let them out. But she says this is what always ...",English,USA,N/A,"2014-06-30 00:14:32"
tt2100860,"Final Decision",2011,TV-14,"30 min",Reality-TV,2011-11-22,"Ken Snow","Richard Dominick (creator)","Ashley Broad, Les Gold, Seth Gold, Rich Pyle",N/A,5.4,8,http://ia.media-imdb.com/images/M/MV5BMTg5OTk5MzAzNl5BMl5BanBnXkFtZTcwMDIzMDAyNw@@._V1_SX300.jpg,"Les reveals to Seth and Ashley whether he'll buy the new pawn shop, but his decision has bigger consequences than anyone could have imagined.",English,USA,N/A,"2014-03-05 00:18:17"
tt2100976,"Impractical Jokers",2011,TV-14,"30 min","Comedy, Reality-TV",2011-12-15,N/A,N/A,"Joe Gatto, Brian Quinn, Sal Vulcano, James Murray",N/A,8.7,6,http://ia.media-imdb.com/images/M/MV5BMTQ4ODA4MTQ3Ml5BMl5BanBnXkFtZTcwMDgwMDE2Nw@@._V1_SX300.jpg,"Q, Sal, Joe and Murr are real-life best friends who love challenging each other to outrageous dares and stunts ever caught on hidden camera.",English,USA,N/A,"2014-10-10 00:32:15"
tt2101206,"A Christmas Gift",2011,TV-PG,"21 min",Comedy,2011-12-07,"Blake T. Evans","Eileen Heisler (creator), DeAnn Heline (creator), Jana Hunter, Mitch Hunter","Patricia Heaton, Neil Flynn, Charlie McDermott, Eden Sher",N/A,7.4,61,http://ia.media-imdb.com/images/M/MV5BMTMzMTU3MjczMl5BMl5BanBnXkFtZTcwODQ0MzA5NA@@._V1_SX300.jpg,"Mike tries to surprise Frankie with a dishwasher on Christmas Day, Sue tries to get Reverend TimTom to help Brick, who is struggling with believing the Bible, and Bob tries to befriend Axl after Axl gets a job for Christmas.",English,USA,N/A,"2014-01-23 00:00:00"
tt2101207,"Thanksgiving III",2011,TV-PG,"21 min",Comedy,2011-11-23,"Elliot Hegarty","Eileen Heisler (created by), DeAnn Heline (created by), Tim Hobert","Patricia Heaton, Neil Flynn, Charlie McDermott, Eden Sher",N/A,7.1,68,http://ia.media-imdb.com/images/M/MV5BMTMzMTU3MjczMl5BMl5BanBnXkFtZTcwODQ0MzA5NA@@._V1_SX300.jpg,"Frankie's parents, Pat and Tag, invite the Hecks to spend a few days at their house to celebrate Thanksgiving together. But the festivities begin to fall apart quickly when Frankie's sister...",English,USA,N/A,"2014-07-08 16:55:33"
tt2101209,"The Play",2011,TV-PG,"21 min",Comedy,2011-11-16,"Eyal Gordin","Eileen Heisler (created by), DeAnn Heline (created by), Roy Brown (teleplay), Roy Brown (story), Jana Hunter (story), Mitch Hunter (story)","Patricia Heaton, Neil Flynn, Charlie McDermott, Eden Sher",N/A,7.1,68,http://ia.media-imdb.com/images/M/MV5BMTMzMTU3MjczMl5BMl5BanBnXkFtZTcwODQ0MzA5NA@@._V1_SX300.jpg,"Frankie and Sue decide to act together in a play, but Frankie refuses to quit after Sue is removed. Meanwhile, Uncle Rusty tries to make up to Brick for missing the special school lunch he was invited to.",English,USA,N/A,"2014-05-12 01:02:55"
tt2101316,"As Dark as Night",2011,"Not Rated","10 min","Short, Drama",2011-08-12,"James Magnus Woods","James Magnus Woods","Robert Baumgardner, Shannon Beeby",N/A,6.6,8,http://ia.media-imdb.com/images/M/MV5BOTU0MTcwMDg0Ml5BMl5BanBnXkFtZTgwOTU0OTEyMTE@._V1_SX300.jpg,"Lost in a head filled with Shakespeare, a man has his love brutally rejected, throwing him into obsession and madness, and sending him down a path of bloody murder.",English,USA,N/A,"2014-03-15 15:04:29"
tt2101586,"And the Reality Check",2011,TV-14,"22 min",Comedy,2011-12-05,"Fred Savage","Michael Patrick King (created by), Whitney Cummings (created by), Molly McAleer","Kat Dennings, Beth Behrs, Garrett Morris, Jonathan Kite",N/A,7.2,264,http://ia.media-imdb.com/images/M/MV5BMTc1NjYyMDEwMl5BMl5BanBnXkFtZTcwMzU4NjIxNw@@._V1_SX300.jpg,"Max and Caroline try to find Chestnut a job in order to get him lodging for the winter. Meanwhile, Peach, the mother of the twins Max babysits, auditions for 'Real Housewives of TriBeCa.'",English,USA,N/A,"2014-09-10 00:18:56"
tt2102305,"Doll Nazis Must Die",2011,"Not Rated","15 min","Short, Comedy",2011-10-11,"Travis Bowen","Travis Bowen, Matt Jefferson","Tiffany Apan, Matt Jefferson, Jennifer Milligan, Greg Cupan",N/A,0.0,0,N/A,"A killer Nazi Doll unleashes chaos on an unsuspecting suburban home.",English,USA,N/A,"2013-12-23 00:00:00"
tt2102511,"And the Very Christmas Thanksgiving",2011,TV-14,"22 min",Comedy,2011-11-21,"Jean Segal","Whitney Cummings (creator), Michael Patrick King (creator), Michael Patrick King","Kat Dennings, Beth Behrs, Garrett Morris, Jonathan Kite",N/A,7.2,234,http://ia.media-imdb.com/images/M/MV5BOTM2MDY2NjQ0Nl5BMl5BanBnXkFtZTcwMzAwOTcwNw@@._V1_SX300.jpg,"Caroline and Max spend Caroline's first broke holiday season working at a department store's Santaland to earn extra money.",English,USA,N/A,"2014-01-28 00:00:00"
tt2102512,"And the Very Christmas Thanksgiving",2011,TV-14,"22 min",Comedy,2011-11-21,"Jean Sagal","Michael Patrick King (creator), Whitney Cummings (creator), Michael Patrick King","Kat Dennings, Beth Behrs, Garrett Morris, Jonathan Kite",N/A,7.2,263,http://ia.media-imdb.com/images/M/MV5BOTM2MDY2NjQ0Nl5BMl5BanBnXkFtZTcwMzAwOTcwNw@@._V1_SX300.jpg,"Caroline and Max spend Caroline's first broke holiday season working at a department store's Santaland to earn extra money.",English,USA,N/A,"2014-07-07 00:22:22"
tt2102769,"Tick Tick Tick",2011,TV-14,"22 min","Comedy, Drama, Romance",2011-11-14,"Pamela Fryman","Carter Bays (creator), Craig Thomas (creator), Chris Harris, Craig Gerard (story), Matthew Zinman (story), Daniel Gregor (story), Doug Mand (story)","Josh Radnor, Jason Segel, Cobie Smulders, Neil Patrick Harris",N/A,8.9,1,http://ia.media-imdb.com/images/M/MV5BNzM2NTc5MzkyNV5BMl5BanBnXkFtZTcwODg2MDUwNw@@._V1_SX300.jpg,"Barney and Robin are afraid to break the news to Nora and Kevin that they cheated with each other and want to get back together, while Ted and Marshall get stoned together at a concert.","English, Spanish",USA,N/A,"2014-08-14 00:01:51"
tt2103693,"Engaged (Part II)",2011,TV-14,"60 min","Action, Comedy, Crime",2011-11-15,"Tony Wharmby","Donald P. Bellisario (created by), Don McGill (created by), Gary Glasberg","Mark Harmon, Michael Weatherly, Cote de Pablo, Pauley Perrette",N/A,8.1,227,http://ia.media-imdb.com/images/M/MV5BMTU0MzAxOTE5N15BMl5BanBnXkFtZTcwNjkyNzIwNw@@._V1_SX300.jpg,"As the NCIS team continues its search for a missing Marine, Gibbs and Ziva travel to her last known whereabouts in Afghanistan. Meanwhile, Tony reveals his deepest fears and Gibbs is forced to relive events from his past.",English,USA,N/A,"2014-08-28 01:10:53"
tt2103898,"Episode #1.6194",2011,TV-14,"30 min","Drama, Romance",2011-11-10,"Jennifer Howard","Bradley Bell (head writer), Michael Minnis (head writer), Kay Alden (head writer), Adam Dusevoir (script writer), Patrick Mulcahey (story)","Texas Battle, Scott Clifton, Adam Gregory, Katherine Kelly Lang",N/A,5.7,6,http://ia.media-imdb.com/images/M/MV5BMjMyNDM1NjYyMV5BMl5BanBnXkFtZTgwMTY0OTg5MDE@._V1_SX300.jpg,"Now Liam knows the truth, Liam is torn between frustration that his engagement to Hope was sabotaged by Steffy and his marital vows to her. Thomas claims those must be upheld so he can ...",English,USA,N/A,"2014-07-08 16:46:18"
tt2103915,"Whiskey Tango Foxtrot",2011,TV-14,"60 min","Crime, Drama, Mystery",2011-11-20,"Rosemary Rodriguez","Robert King (creator), Michelle King (creator), Robert King, Michelle King, Meredith Averill","Julianna Margulies, Matt Czuchry, Archie Panjabi, Graham Phillips",N/A,8.3,168,http://ia.media-imdb.com/images/M/MV5BMTQ2MTgxOTgxMl5BMl5BanBnXkFtZTgwMzIxOTAwMDE@._V1_SX300.jpg,"The firm defends a soldier accused of murder for firing a drone that killed Afghan civilians, Eli meets his match while lobbying for the dairy industry, and Peter hires a surprise special prosecutor to investigate Will.",English,USA,N/A,"2014-07-08 16:34:03"
tt2104211,"Genetic Disorder",2011,TV-14,"60 min","Crime, Drama, Mystery",2011-12-14,"Frank Waldeck","Anthony E. Zuiker (created by), Elizabeth Devine","Ted Danson, Marg Helgenberger, George Eads, Jorja Fox",N/A,8.8,384,http://ia.media-imdb.com/images/M/MV5BMTk2NjAyMzUyM15BMl5BanBnXkFtZTcwNzA3MDYxNw@@._V1_SX300.jpg,"When a genealogist is found dead in Dr. Robbins' bed, the team works on the theory that his wife may have been cheating even though she maintains her innocence.",English,USA,N/A,"2014-07-08 16:38:01"
tt2104216,"Kill Shot",2011,TV-14,"45 min","Comedy, Crime, Drama",2011-11-21,"David Barrett","Andrew W. Marlowe (created by), Alexi Hawley","Nathan Fillion, Stana Katic, Susan Sullivan, Jon Huertas",N/A,8.6,611,http://ia.media-imdb.com/images/M/MV5BMTU3MzA3MjY2N15BMl5BanBnXkFtZTcwNDE5MDQ0OA@@._V1_SX300.jpg,"Shortly after killing a kindergarten teacher about to marry, a sniper kills a lawyer on a Manhattan street, without an apparent link. Esposito's sharp-shooter training proves handy for the ...",English,USA,N/A,"2014-08-12 00:13:12"
tt2104480,Guardians,2011,TV-PG,"42 min","Action, Crime, Drama",2011-12-02,"Dwight H. Little","Craig Silverstein (developed by), Albert Kim, Luc Besson (characters created by)","Maggie Q, Shane West, Lyndsy Fonseca, Aaron Stanford",N/A,8.8,309,http://ia.media-imdb.com/images/M/MV5BMTU1OTA2ODQ2NF5BMl5BanBnXkFtZTcwOTI3NzExNw@@._V1_SX300.jpg,"With Michael out of town, Nikita turns to Owen to help her track down and steal another black box from a Guardian. Unfortunately, she discovers that Owen is working for an unlikely employer...","English, Russian",USA,N/A,"2014-11-02 00:09:32"
tt2105026,"The White Cat",2011,"Not Rated","41 min",Fantasy,2011-11-01,"Scott Shaw",N/A,N/A,N/A,0.0,0,http://ia.media-imdb.com/images/M/MV5BNzA3MzMxNjQ4MF5BMl5BanBnXkFtZTgwNjcwNTUyMTE@._V1_SX300.jpg,"A Scott Shaw Zen Acid Flick. Ascent into the next evolution of Zen Filmmaking, the Non-Narrative Zen Film... Step into the abstract realms of reality with the Scott Shaw Zen Film, The White...",English,USA,N/A,"2014-07-08 16:38:43"
tt2105036,"TwEEns: Girls Only",2011,G,"3 min","Short, Family",2011-11-03,"Scott Essman","Scott Essman (creator)","Casandra Ashe, Lauren De La Torre, Samantha Ford",N/A,0.0,0,http://ia.media-imdb.com/images/M/MV5BMTgzODU4NzEyMF5BMl5BanBnXkFtZTcwMjE2NzQwNw@@._V1_SX300.jpg,"Two tween girls sit on a park bench and frankly talk about issues which concern people in their age group in a face-to-face scenario.",English,USA,N/A,"2014-07-08 16:38:41"
tt2105058,"Worth Fighting For",2011,Unrated,"20 min","Documentary, Short",2011-10-31,"Usher Morgan","Gary Cohen, Gary Cohen","Steve Alpert",N/A,0.0,0,N/A,"Duty, honor and courage, a tribute to those who serve.",English,USA,N/A,"2014-03-15 15:05:30"
tt2105089,"And the Pop-Up Sale",2011,TV-14,"22 min",Comedy,2011-12-12,"Fred Savage","Michael Patrick King (creator), Whitney Cummings (creator), Michelle Nader","Kat Dennings, Beth Behrs, Garrett Morris, Jonathan Kite",N/A,7.3,250,http://ia.media-imdb.com/images/M/MV5BMjEwMDM1NzYwOV5BMl5BanBnXkFtZTcwMTMzMjUxNw@@._V1_SX300.jpg,"When Max's stove breaks, Caroline tries to return some expensive rings to Barney's department store, but discovers her surname is no longer an asset at her former home away from home.",English,USA,N/A,"2014-06-03 00:42:08"
tt2105915,"To Be, Act 2",2011,TV-MA,"42 min","Crime, Drama, Thriller",2011-12-06,"Kurt Sutter","Kurt Sutter (created by), Kurt Sutter, Chris Collins","Charlie Hunnam, Katey Sagal, Mark Boone Junior, Dayton Callie",N/A,8.8,657,http://ia.media-imdb.com/images/M/MV5BMjIzMzExMDUxNF5BMl5BanBnXkFtZTcwODI1NzIxNw@@._V1_SX300.jpg,"Jax must overcome great obstacles as he attempts to finalize the gun deal between the Irish and the cartel.",English,USA,N/A,"2014-09-22 00:29:11"
tt2105978,"The Flaming Spittoon Acquisition",2011,TV-14,"21 min",Comedy,2011-11-17,"Mark Cendrowski","Chuck Lorre (created by), Bill Prady (created by), Bill Prady (teleplay), Jim Reynolds (teleplay), Steve Holland (teleplay), Chuck Lorre (story), Steven Molaro (story), David Goetsch (story)","Johnny Galecki, Jim Parsons, Kaley Cuoco-Sweeting, Simon Helberg",N/A,8.2,1,http://ia.media-imdb.com/images/M/MV5BMTg1MjY5NTI5MF5BMl5BanBnXkFtZTcwNjM4NTMwNw@@._V1_SX300.jpg,"When Stuart asks Amy on a date, Sheldon considers having a more serious relationship with her. Meanwhile, the guys become obsessed with a new card game involving Wild West heroes and witches.",English,USA,N/A,"2014-10-21 00:29:51"
tt2105979,"Episode #12.9",2011,TV-PG,"85 min","Game-Show, Reality-TV",2011-11-15,"Brian Smith",N/A,"Alison Sweeney, Bob Harper, Anna Kournikova, Dolvett Quince",N/A,0.0,0,http://ia.media-imdb.com/images/M/MV5BMjI1Mjk5MjM0NV5BMl5BanBnXkFtZTcwODMyNTI5OA@@._V1_SX300.jpg,"Alliances are perceived to be breaking as Joe is voted off the ranch after the latest weigh-in. Those alliances take on new meaning for the remaining seven as they move into competing as ...",English,USA,N/A,"2014-02-17 00:05:12"
tt2106564,"Never Gonna Give You Up",2011,Unrated,"7 min","Short, Comedy",2011-11-11,"Kristian Van der Heyden","Gordon Bressack, Geoffrey A. Citron","Alexander Chernyshev, Douglas Bennett, Kate Muldoon, Dany David",N/A,0.0,0,N/A,"Elaine, a commercial producer, falls in love with Ricky Darling - a one hit wonder from the early nineties. Although she sees Ricky as he was in his prime it doesn't change the fact that a ...",English,USA,"1 win.","2014-03-15 15:05:57"
tt2106612,"Redneck Superheros: The Movie",2011,"Not Rated","72 min",Comedy,2011-04-30,"Dylan Rhodes, Keith Voigt Jr.","Keith Voigt Jr.","Derek McCutcheon, Zach Hubbard, Dylan Rhodes, Keith Voigt Jr.",N/A,0.0,0,N/A,"Meet Gumfy and Dicnar, they are the Redneck Superheros. They keep the mean streets of WINKERLANd safe, or so they thought. Two super villains come to ruin the towns peace. Will the Redneck Superheros be able to stop them?",English,USA,N/A,"2014-05-12 01:06:25"
